x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
1.0,0.48723,0.0,1.62,1.387,28.0,16.928429999999995,0.0,44.26,46.35869999999999,63.0,29.509779999999996,0.0,112.355,84.95559999999998
1.0,0.45171,0.0,1.512,1.5352,28.0,16.963949999999997,0.0,44.368,46.21049999999999,63.0,29.509779999999996,0.0,112.355,84.95559999999998
1.0,0.46865,0.0,1.456,1.41,28.0,16.947009999999995,0.0,44.424,46.33569999999999,63.0,29.509779999999996,0.0,112.355,84.95559999999998
1.0,0.70241,0.0,1.442,1.5732,28.0,16.713249999999995,0.0,44.437999999999995,46.172499999999985,63.0,29.509779999999996,0.0,112.355,84.95559999999998
1.0,0.38853,0.0,1.274,1.736,28.0,17.027129999999996,0.0,44.605999999999995,46.00969999999999,63.0,29.509779999999996,0.0,112.355,84.95559999999998
1.0,0.38853,0.0,1.274,1.736,28.0,17.027129999999996,0.0,44.605999999999995,46.00969999999999,63.0,29.509779999999996,0.0,112.355,84.95559999999998
1.0,0.38564,0.0,1.264,1.736,28.0,17.030019999999997,0.0,44.616,46.00969999999999,63.0,29.509779999999996,0.0,112.355,84.95559999999998
1.0,0.63119,0.0,1.315,1.736,28.0,16.784469999999995,0.0,44.565,46.00969999999999,63.0,29.509779999999996,0.0,112.355,84.95559999999998
1.0,0.84322,0.0,1.683,1.2627,28.0,16.572439999999997,0.0,44.196999999999996,46.48299999999999,63.0,29.509779999999996,0.0,112.355,84.95559999999998
1.0,0.65931,0.0,1.374,1.8,13.0,6.544910000000001,0.0,19.881,20.3218,78.0,39.72122000000001,0.0,136.98000000000002,110.57949999999998
1.0,0.77528,0.0,1.49,1.8,13.0,6.428940000000001,0.0,19.765,20.3218,78.0,39.72122000000001,0.0,136.98000000000002,110.57949999999998
1.0,0.77278,0.0,1.702,1.8,13.0,6.43144,0.0,19.553,20.3218,78.0,39.72122000000001,0.0,136.98000000000002,110.57949999999998
1.0,0.49505,0.0,2.095,1.0168,13.0,6.70917,0.0,19.16,21.105,78.0,39.72122000000001,0.0,136.98000000000002,110.57949999999998
1.0,0.43103,0.0,1.752,1.379,13.0,6.77319,0.0,19.503,20.742800000000003,78.0,39.72122000000001,0.0,136.98000000000002,110.57949999999998
1.0,0.41391,0.0,1.487,1.4784,13.0,6.79031,0.0,19.768,20.6434,78.0,39.72122000000001,0.0,136.98000000000002,110.57949999999998
1.0,0.44684,0.0,1.451,1.6146,13.0,6.75738,0.0,19.804000000000002,20.5072,78.0,39.72122000000001,0.0,136.98000000000002,110.57949999999998
1.0,0.45101,0.0,1.388,1.5862,13.0,6.75321,0.0,19.867,20.535600000000002,78.0,39.72122000000001,0.0,136.98000000000002,110.57949999999998
1.0,0.38615,0.0,1.239,1.768,13.0,6.81807,0.0,20.016000000000002,20.3538,78.0,39.72122000000001,0.0,136.98000000000002,110.57949999999998
1.0,0.67901,0.0,1.399,1.768,13.0,6.5252099999999995,0.0,19.856,20.3538,78.0,39.72122000000001,0.0,136.98000000000002,110.57949999999998
1.0,0.38481,0.0,2.037,1.141,14.0,7.7228,0.0,22.128999999999994,22.844700000000003,77.0,38.81783000000001,0.0,134.06900000000002,108.71559999999998
1.0,0.38417,0.0,1.915,1.3277,14.0,7.72344,0.0,22.250999999999994,22.658,77.0,38.81783000000001,0.0,134.06900000000002,108.71559999999998
1.0,0.4643,0.0,1.538,1.5939,14.0,7.6433100000000005,0.0,22.627999999999997,22.391800000000003,77.0,38.81783000000001,0.0,134.06900000000002,108.71559999999998
1.0,0.49777,0.0,1.557,1.425,14.0,7.60984,0.0,22.608999999999998,22.560700000000004,77.0,38.81783000000001,0.0,134.06900000000002,108.71559999999998
1.0,0.38095,0.0,1.311,1.736,14.0,7.72666,0.0,22.854999999999997,22.249700000000004,77.0,38.81783000000001,0.0,134.06900000000002,108.71559999999998
1.0,0.37685,0.0,1.297,1.736,14.0,7.73076,0.0,22.868999999999996,22.249700000000004,77.0,38.81783000000001,0.0,134.06900000000002,108.71559999999998
1.0,0.60286,0.0,1.301,1.736,14.0,7.5047500000000005,0.0,22.865,22.249700000000004,77.0,38.81783000000001,0.0,134.06900000000002,108.71559999999998
1.0,0.82023,0.0,1.843,1.677,14.0,7.287380000000001,0.0,22.322999999999997,22.3087,77.0,38.81783000000001,0.0,134.06900000000002,108.71559999999998
1.0,0.71964,0.0,1.869,1.8,14.0,7.38797,0.0,22.296999999999997,22.185700000000004,77.0,38.81783000000001,0.0,134.06900000000002,108.71559999999998
1.0,0.72956,0.0,1.771,1.736,14.0,7.37805,0.0,22.395,22.249700000000004,77.0,38.81783000000001,0.0,134.06900000000002,108.71559999999998
1.0,0.38285,0.0,1.912,1.3419,14.0,7.72476,0.0,22.253999999999998,22.643800000000002,77.0,38.81783000000001,0.0,134.06900000000002,108.71559999999998
1.0,0.44919,0.0,1.482,1.638,14.0,7.6584200000000004,0.0,22.683999999999997,22.347700000000003,77.0,38.81783000000001,0.0,134.06900000000002,108.71559999999998
1.0,0.7205,0.0,1.49,1.4972,14.0,7.38711,0.0,22.676,22.488500000000002,77.0,38.81783000000001,0.0,134.06900000000002,108.71559999999998
1.0,0.59568,0.0,1.378,1.8,14.0,7.51193,0.0,22.787999999999997,22.1857,77.0,38.81783000000001,0.0,134.06900000000002,108.71559999999998
1.0,0.59825,0.0,1.465,1.8,14.0,7.50936,0.0,22.700999999999997,22.1857,77.0,38.81783000000001,0.0,134.06900000000002,108.71559999999998
1.0,0.44588,0.0,1.676,1.6016,28.0,16.969779999999997,0.0,44.204,46.14409999999999,63.0,29.509779999999996,0.0,112.355,84.95559999999998
1.0,0.57831,0.0,1.555,1.768,28.0,16.837349999999997,0.0,44.324999999999996,45.977699999999984,63.0,29.509779999999996,0.0,112.355,84.95559999999998
1.0,0.71636,0.0,1.674,1.7933,28.0,16.699299999999997,0.0,44.205999999999996,45.95239999999998,63.0,29.509779999999996,0.0,112.355,84.95559999999998
1.0,0.77399,0.0,1.726,1.76,28.0,16.641669999999998,0.0,44.153999999999996,45.98569999999999,63.0,29.509779999999996,0.0,112.355,84.95559999999998
1.0,0.44092,0.0,1.665,1.3608,13.0,6.763299999999999,0.0,19.590000000000003,20.761,78.0,39.72122000000001,0.0,136.98000000000002,110.57949999999998
1.0,0.41528,0.0,1.499,1.4025,13.0,6.788939999999999,0.0,19.756000000000004,20.7193,78.0,39.72122000000001,0.0,136.98000000000002,110.57949999999998
1.0,0.44629,0.0,1.44,1.6195,13.0,6.757929999999999,0.0,19.815,20.5023,78.0,39.72122000000001,0.0,136.98000000000002,110.57949999999998
1.0,0.39136,0.0,1.274,1.728,13.0,6.81286,0.0,19.981,20.3938,78.0,39.72122000000001,0.0,136.98000000000002,110.57949999999998
1.0,0.62018,0.0,1.57,1.4235,28.0,16.795479999999998,0.0,44.309999999999995,46.32219999999999,63.0,29.509779999999996,0.0,112.355,84.95559999999998
1.0,0.44906,0.0,1.49,1.5939,28.0,16.9666,0.0,44.38999999999999,46.15179999999999,63.0,29.509779999999996,0.0,112.355,84.95559999999998
1.0,0.45828,0.0,1.442,1.4208,28.0,16.957379999999997,0.0,44.437999999999995,46.324899999999985,63.0,29.509779999999996,0.0,112.355,84.95559999999998
1.0,0.6132,0.0,1.321,1.768,28.0,16.80246,0.0,44.559,45.977699999999984,63.0,29.509779999999996,0.0,112.355,84.95559999999998
1.0,0.66461,0.0,1.379,1.8,28.0,16.75105,0.0,44.501,45.94569999999999,63.0,29.509779999999996,0.0,112.355,84.95559999999998
1.0,0.7766,0.0,1.558,1.6401,28.0,16.63906,0.0,44.321999999999996,46.10559999999999,63.0,29.509779999999996,0.0,112.355,84.95559999999998
1.0,0.46577,0.0,1.979,1.1136,4.0,1.37598,0.0,8.283,4.528,87.0,45.083690000000004,0.0,147.97299999999998,127.05969999999999
1.0,0.48791,0.0,1.782,1.2627,4.0,1.35384,0.0,8.48,4.3789,87.0,45.083690000000004,0.0,147.97299999999998,127.05969999999999
1.0,0.37388,0.0,2.096,1.092,0.0,0.0,0.0,0.0,0.0,91.0,46.55156,0.0,156.13899999999998,131.6093
1.0,0.42848,0.0,2.514,0.906,1.0,0.43935,0.0,2.22,0.992,90.0,46.057610000000004,0.0,153.50099999999998,130.8033
1.0,0.43935,0.0,2.22,0.992,1.0,0.42848,0.0,2.514,0.906,90.0,46.057610000000004,0.0,153.50099999999998,130.8033
1.0,0.27778,0.0,2.507,0.7896,1.0,0.37594,0.0,2.192,1.0368,90.0,46.27172000000001,0.0,153.536,130.87490000000003
1.0,0.37594,0.0,2.192,1.0368,1.0,0.27778,0.0,2.507,0.7896,90.0,46.27172000000001,0.0,153.536,130.87490000000003
1.0,0.24375,0.0,2.549,0.8586,0.0,0.0,0.0,0.0,0.0,91.0,46.68169000000001,0.0,155.68599999999998,131.8427
1.0,0.43672,0.0,2.285,1.0106,0.0,0.0,0.0,0.0,0.0,91.0,46.48872000000001,0.0,155.95,131.69070000000002
1.0,0.40972,0.0,1.67,1.295,3.0,1.54639,0.0,4.494999999999999,3.7729999999999997,88.0,44.96933,0.0,152.07,127.63329999999998
1.0,0.39851,0.0,1.636,1.295,3.0,1.5575999999999999,0.0,4.529,3.7729999999999997,88.0,44.96933,0.0,152.07,127.63329999999998
1.0,0.52526,0.0,1.376,1.295,3.0,1.43085,0.0,4.789,3.7729999999999997,88.0,44.96933,0.0,152.07,127.63329999999998
1.0,0.62262,0.0,1.483,1.183,3.0,1.3334899999999998,0.0,4.682,3.885,88.0,44.96933,0.0,152.07,127.63329999999998
1.0,0.33353,0.0,2.348,1.053,0.0,0.0,0.0,0.0,0.0,91.0,46.591910000000006,0.0,155.887,131.6483
1.0,0.36436,0.0,1.876,1.1682,0.0,0.0,0.0,0.0,0.0,91.0,46.56108000000001,0.0,156.35899999999998,131.53310000000002
1.0,0.43082,0.0,2.05,1.0205,1.0,0.6345,0.0,1.755,1.0496,90.0,45.86012,0.0,154.43,130.6312
1.0,0.6345,0.0,1.755,1.0496,1.0,0.43082,0.0,2.05,1.0205,90.0,45.86012,0.0,154.43,130.6312
1.0,0.29365,0.0,2.295,1.002,0.0,0.0,0.0,0.0,0.0,91.0,46.63179000000002,0.0,155.94,131.69930000000002
1.0,0.3494,0.0,1.908,1.1352,0.0,0.0,0.0,0.0,0.0,91.0,46.57604000000001,0.0,156.327,131.5661
1.0,0.45013,0.0,2.323,0.948,4.0,1.7804,0.0,7.906,4.4089,87.0,44.69491,0.0,148.006,127.3444
1.0,0.4977,0.0,2.147,1.0354,4.0,1.73283,0.0,8.082,4.3215,87.0,44.69491,0.0,148.006,127.3444
1.0,0.46753,0.0,2.066,1.1008,4.0,1.7630000000000001,0.0,8.163,4.2561,87.0,44.69491,0.0,148.006,127.3444
1.0,0.38786,0.0,1.594,1.2395,4.0,1.84267,0.0,8.635,4.1174,87.0,44.69491,0.0,148.006,127.3444
1.0,0.42731,0.0,2.099,1.0332,4.0,1.80322,0.0,8.129999999999999,4.3237000000000005,87.0,44.69491,0.0,148.006,127.3444
1.0,0.31915,0.0,2.42,0.9699,4.0,1.5226000000000002,0.0,7.8420000000000005,4.6716999999999995,87.0,45.083690000000004,0.0,147.97299999999998,127.05969999999999
1.0,0.24063,0.0,2.229,1.1008,4.0,1.60112,0.0,8.033,4.5408,87.0,45.083690000000004,0.0,147.97299999999998,127.05969999999999
1.0,0.32829,0.0,1.852,1.1946,4.0,1.5134600000000002,0.0,8.41,4.446999999999999,87.0,45.083690000000004,0.0,147.97299999999998,127.05969999999999
1.0,0.37611,0.0,1.962,1.2627,1.0,0.44133,0.0,1.872,1.2648,90.0,46.108000000000004,0.0,154.40099999999998,130.1738
1.0,0.44133,0.0,1.872,1.2648,1.0,0.37611,0.0,1.962,1.2627,90.0,46.108000000000004,0.0,154.40099999999998,130.1738
1.0,0.40096,0.0,1.946,1.1502,4.0,1.45877,0.0,6.838,5.9976,84.0,34.36823,4.0,136.568,122.60999999999999
1.0,0.37161,0.0,1.867,1.278,4.0,1.4881199999999999,0.0,6.917,5.8698,84.0,34.36823,4.0,136.568,122.60999999999999
1.0,0.34771,0.0,1.697,1.4592,4.0,1.5120200000000001,0.0,7.087,5.6886,84.0,34.36823,4.0,136.568,122.60999999999999
1.0,0.31536,0.0,1.84,1.6068,4.0,1.54437,0.0,6.944,5.541,84.0,34.36823,4.0,136.568,122.60999999999999
1.0,0.42409,0.0,1.434,1.6536,4.0,1.4356399999999998,0.0,7.35,5.4942,84.0,34.36823,4.0,136.568,122.60999999999999
1.0,0.35706,0.0,1.305,1.768,27.0,11.426359999999999,0.0,37.33,44.52379999999999,61.0,24.44454,4.0,106.717,83.46599999999998
1.0,0.51067,0.0,1.227,1.768,27.0,11.27275,0.0,37.407999999999994,44.52379999999999,61.0,24.44454,4.0,106.717,83.46599999999998
1.0,0.49834,0.0,1.146,1.816,27.0,11.285079999999999,0.0,37.489,44.47579999999999,61.0,24.44454,4.0,106.717,83.46599999999998
1.0,0.57564,0.0,1.175,1.744,27.0,11.20778,0.0,37.46,44.54779999999999,61.0,24.44454,4.0,106.717,83.46599999999998
1.0,0.46828,0.0,1.099,1.816,27.0,11.31514,0.0,37.536,44.47579999999999,61.0,24.44454,4.0,106.717,83.46599999999998
1.0,0.46199,0.0,1.082,1.816,27.0,11.32143,0.0,37.553,44.47579999999999,61.0,24.44454,4.0,106.717,83.46599999999998
1.0,0.50192,0.0,1.032,1.784,27.0,11.2815,0.0,37.603,44.50779999999999,61.0,24.44454,4.0,106.717,83.46599999999998
1.0,0.45286,0.0,1.082,1.84,27.0,11.33056,0.0,37.553,44.45179999999999,61.0,24.44454,4.0,106.717,83.46599999999998
1.0,0.37071,0.0,2.067,1.122,27.0,11.41271,0.0,36.568,45.169799999999995,61.0,24.44454,4.0,106.717,83.46599999999998
1.0,0.36888,0.0,1.74,1.387,27.0,11.41454,0.0,36.895,44.904799999999994,61.0,24.44454,4.0,106.717,83.46599999999998
1.0,0.34332,0.0,1.636,1.5352,27.0,11.440100000000001,0.0,36.999,44.75659999999999,61.0,24.44454,4.0,106.717,83.46599999999998
1.0,0.35245,0.0,1.557,1.41,27.0,11.43097,0.0,37.078,44.88179999999999,61.0,24.44454,4.0,106.717,83.46599999999998
1.0,0.47062,0.0,1.598,1.5732,27.0,11.3128,0.0,37.037,44.718599999999995,61.0,24.44454,4.0,106.717,83.46599999999998
1.0,0.2852,0.0,1.582,1.76,27.0,11.49822,0.0,37.053,44.5318,61.0,24.44454,4.0,106.717,83.46599999999998
1.0,0.28542,0.0,1.367,1.76,27.0,11.498,0.0,37.268,44.5318,61.0,24.44454,4.0,106.717,83.46599999999998
1.0,0.28004,0.0,1.342,1.76,27.0,11.503379999999998,0.0,37.293,44.5318,61.0,24.44454,4.0,106.717,83.46599999999998
1.0,0.40709,0.0,1.183,1.76,27.0,11.37633,0.0,37.452,44.5318,61.0,24.44454,4.0,106.717,83.46599999999998
1.0,0.62208,0.0,1.502,1.2627,27.0,11.161339999999997,0.0,37.133,45.02909999999999,61.0,24.44454,4.0,106.717,83.46599999999998
1.0,0.46398,0.0,1.244,1.8,12.0,4.68741,1.0,18.195999999999998,18.8287,76.0,31.076569999999997,3.0,125.91199999999998,109.12909999999998
1.0,0.51903,0.0,1.195,1.8,12.0,4.63236,1.0,18.244999999999997,18.8287,76.0,31.076569999999997,3.0,125.91199999999998,109.12909999999998
1.0,0.40155,0.0,2.086,1.0168,12.0,4.74984,1.0,17.354,19.6119,76.0,31.076569999999997,3.0,125.91199999999998,109.12909999999998
1.0,0.35026,0.0,1.87,1.379,12.0,4.80113,1.0,17.57,19.2497,76.0,31.076569999999997,3.0,125.91199999999998,109.12909999999998
1.0,0.35831,0.0,1.56,1.4784,12.0,4.79308,1.0,17.88,19.1503,76.0,31.076569999999997,3.0,125.91199999999998,109.12909999999998
1.0,0.32836,0.0,1.501,1.6146,12.0,4.82303,1.0,17.939,19.0141,76.0,31.076569999999997,3.0,125.91199999999998,109.12909999999998
1.0,0.39113,0.0,1.304,1.76,12.0,4.76026,1.0,18.136,18.8687,76.0,31.076569999999997,3.0,125.91199999999998,109.12909999999998
1.0,0.4397,0.0,1.238,1.784,12.0,4.71169,1.0,18.201999999999998,18.8447,76.0,31.076569999999997,3.0,125.91199999999998,109.12909999999998
1.0,0.26201,0.0,2.115,1.141,15.0,5.970689999999999,2.0,22.556,24.5333,73.0,29.99526,2.0,120.681,104.08349999999999
1.0,0.37998,0.0,2.34,1.3277,15.0,5.85272,2.0,22.331,24.346600000000002,73.0,29.99526,2.0,120.681,104.08349999999999
1.0,0.27917,0.0,1.57,1.696,15.0,5.953530000000001,2.0,23.101,23.9783,73.0,29.99526,2.0,120.681,104.08349999999999
1.0,0.34173,0.0,1.795,1.425,15.0,5.890969999999999,2.0,22.876,24.2493,73.0,29.99526,2.0,120.681,104.08349999999999
1.0,0.35591,0.0,1.706,1.425,15.0,5.87679,2.0,22.965,24.2493,73.0,29.99526,2.0,120.681,104.08349999999999
1.0,0.27681,0.0,1.442,1.752,15.0,5.95589,2.0,23.229,23.922300000000003,73.0,29.99526,2.0,120.681,104.08349999999999
1.0,0.27357,0.0,1.427,1.752,15.0,5.95913,2.0,23.244,23.922300000000003,73.0,29.99526,2.0,120.681,104.08349999999999
1.0,0.37638,0.0,1.249,1.752,15.0,5.85632,2.0,23.422,23.922300000000003,73.0,29.99526,2.0,120.681,104.08349999999999
1.0,0.48479,0.0,1.08,1.728,15.0,5.74791,2.0,23.591,23.946300000000004,73.0,29.99526,2.0,120.681,104.08349999999999
1.0,0.45409,1.0,1.149,1.888,12.0,4.6973,0.0,18.291,18.7407,76.0,31.076569999999997,3.0,125.91199999999998,109.12909999999998
1.0,0.4518,1.0,1.331,1.8,15.0,5.7809,1.0,23.34,23.8743,73.0,29.99526,2.0,120.681,104.08349999999999
1.0,0.4424,1.0,1.132,1.768,15.0,5.7903,1.0,23.539,23.906300000000005,73.0,29.99526,2.0,120.681,104.08349999999999
1.0,0.53478,0.0,2.018,1.3277,15.0,5.69792,2.0,22.653000000000002,24.346600000000002,73.0,29.99526,2.0,120.681,104.08349999999999
1.0,0.40533,0.0,1.445,1.6827,15.0,5.827369999999999,2.0,23.226000000000003,23.991600000000002,73.0,29.99526,2.0,120.681,104.08349999999999
1.0,0.4997,0.0,1.446,1.4972,15.0,5.733,2.0,23.225,24.177100000000003,73.0,29.99526,2.0,120.681,104.08349999999999
1.0,0.3941,0.0,1.232,1.8,15.0,5.8386,2.0,23.439000000000004,23.8743,73.0,29.99526,2.0,120.681,104.08349999999999
1.0,0.47424,0.0,1.343,1.8,15.0,5.7584599999999995,2.0,23.328000000000003,23.8743,73.0,29.99526,2.0,120.681,104.08349999999999
1.0,0.46471,0.0,1.52,1.6016,27.0,11.318709999999998,0.0,37.115,44.69019999999999,61.0,24.44454,4.0,106.717,83.46599999999998
1.0,0.38214,0.0,1.292,1.784,27.0,11.401279999999998,0.0,37.342999999999996,44.507799999999996,61.0,24.44454,4.0,106.717,83.46599999999998
1.0,0.50585,0.0,1.237,1.824,27.0,11.277569999999997,0.0,37.398,44.4678,61.0,24.44454,4.0,106.717,83.46599999999998
1.0,0.55018,0.0,1.189,1.768,27.0,11.233239999999999,0.0,37.446,44.523799999999994,61.0,24.44454,4.0,106.717,83.46599999999998
1.0,0.35714,0.0,1.865,1.3419,12.0,4.79425,1.0,17.575,19.2868,76.0,31.076569999999997,3.0,125.91199999999998,109.12909999999998
1.0,0.36184,0.0,1.591,1.4025,12.0,4.78955,1.0,17.849,19.2262,76.0,31.076569999999997,3.0,125.91199999999998,109.12909999999998
1.0,0.33537,0.0,1.528,1.6195,12.0,4.81602,1.0,17.912,19.0092,76.0,31.076569999999997,3.0,125.91199999999998,109.12909999999998
1.0,0.39063,0.0,1.309,1.744,12.0,4.76076,1.0,18.130999999999997,18.8847,76.0,31.076569999999997,3.0,125.91199999999998,109.12909999999998
1.0,0.36925,0.0,1.735,1.4235,27.0,11.414169999999999,0.0,36.9,44.8683,61.0,24.44454,4.0,106.717,83.46599999999998
1.0,0.33649,0.0,1.565,1.5939,27.0,11.446929999999998,0.0,37.07,44.6979,61.0,24.44454,4.0,106.717,83.46599999999998
1.0,0.39851,0.0,1.253,1.5939,27.0,11.384909999999998,0.0,37.382,44.6979,61.0,24.44454,4.0,106.717,83.46599999999998
1.0,0.34711,0.0,1.583,1.4208,27.0,11.436309999999997,0.0,37.052,44.870999999999995,61.0,24.44454,4.0,106.717,83.46599999999998
1.0,0.38517,0.0,1.299,1.784,27.0,11.398249999999997,0.0,37.336,44.507799999999996,61.0,24.44454,4.0,106.717,83.46599999999998
1.0,0.43144,0.0,1.24,1.816,27.0,11.351979999999998,0.0,37.394999999999996,44.47579999999999,61.0,24.44454,4.0,106.717,83.46599999999998
1.0,0.52826,0.0,1.759,1.0726,0.0,0.0,0.0,0.0,0.0,88.0,35.6997,4.0,143.593,128.6852
1.0,0.41919,0.0,1.997,1.1136,3.0,0.8880699999999999,0.0,6.429,3.2653,85.0,34.9207,4.0,136.926,125.3789
1.0,0.66294,0.0,1.625,1.2765,0.0,0.0,0.0,0.0,0.0,88.0,35.56502,4.0,143.72699999999998,128.4813
1.0,0.30389,0.0,1.873,1.092,0.0,0.0,0.0,0.0,0.0,88.0,35.92407,4.0,143.47899999999998,128.66580000000002
1.0,0.42848,0.0,2.514,0.906,1.0,0.45076,0.0,2.246,0.992,87.0,35.34872,4.0,140.592,127.85979999999998
1.0,0.45076,0.0,2.246,0.992,1.0,0.42848,0.0,2.514,0.906,87.0,35.34872,4.0,140.592,127.85979999999998
1.0,0.2792,0.0,2.455,0.9702,0.0,0.0,0.0,0.0,0.0,88.0,35.94876,4.0,142.897,128.7876
1.0,0.35714,0.0,2.384,1.008,1.0,0.43062,0.0,2.139,1.008,87.0,35.440200000000004,4.0,140.829,127.7418
1.0,0.43062,0.0,2.139,1.008,1.0,0.35714,0.0,2.384,1.008,87.0,35.440200000000004,4.0,140.829,127.7418
1.0,0.39557,0.0,1.627,1.295,3.0,1.34691,1.0,4.638,3.9795999999999996,85.0,34.485479999999995,3.0,139.087,124.48319999999998
1.0,0.38625,0.0,1.597,1.295,3.0,1.35623,1.0,4.668,3.9795999999999996,85.0,34.485479999999995,3.0,139.087,124.48319999999998
1.0,0.49699,0.0,1.523,1.295,3.0,1.24549,1.0,4.742,3.9795999999999996,85.0,34.485479999999995,3.0,139.087,124.48319999999998
1.0,0.46367,1.0,1.518,1.3896,3.0,1.27881,0.0,4.747,3.885,85.0,34.485479999999995,3.0,139.087,124.48319999999998
1.0,0.39957,0.0,2.198,1.0044,0.0,0.0,0.0,0.0,0.0,88.0,35.828390000000006,4.0,143.154,128.7534
1.0,0.38812,0.0,1.847,1.1682,0.0,0.0,0.0,0.0,0.0,88.0,35.83984,4.0,143.505,128.5896
1.0,0.43082,0.0,2.122,1.0205,1.0,0.63677,0.0,1.831,1.0496,87.0,35.16037,4.0,141.399,127.68769999999999
1.0,0.63677,0.0,1.831,1.0496,1.0,0.43082,0.0,2.122,1.0205,87.0,35.16037,4.0,141.399,127.68769999999999
1.0,0.3561,0.0,2.124,1.1245,0.0,0.0,0.0,0.0,0.0,88.0,35.871860000000005,4.0,143.228,128.6333
1.0,0.37255,0.0,1.774,1.1524,0.0,0.0,0.0,0.0,0.0,88.0,35.85541,4.0,143.57800000000003,128.6054
1.0,0.45013,0.0,2.323,0.948,2.0,0.86782,0.0,4.43,2.0413,86.0,34.91001,4.0,138.59900000000002,126.7685
1.0,0.447,0.0,2.293,0.9405,2.0,0.87095,0.0,4.46,2.0488,86.0,34.91001,4.0,138.59900000000002,126.7685
1.0,0.42082,0.0,2.137,1.1008,2.0,0.89713,0.0,4.616,1.8885,86.0,34.91001,4.0,138.59900000000002,126.7685
1.0,0.31915,0.0,2.42,0.9699,3.0,0.98811,0.0,6.006,3.409,85.0,34.9207,4.0,136.926,125.3789
1.0,0.24063,0.0,2.229,1.1008,3.0,1.06663,0.0,6.197,3.2781000000000002,85.0,34.9207,4.0,136.926,125.3789
1.0,0.32829,0.0,1.78,1.1946,3.0,0.97897,0.0,6.646,3.1843,85.0,34.9207,4.0,136.926,125.3789
1.0,0.37452,0.0,1.833,1.2627,1.0,0.43329,0.0,1.654,1.2648,87.0,35.42015000000001,4.0,141.865,127.23030000000001
1.0,0.43329,0.0,1.654,1.2648,1.0,0.37452,0.0,1.833,1.2627,87.0,35.42015000000001,4.0,141.865,127.23030000000001
1.0,0.3785,0.0,1.807,1.1786,4.0,1.40173,1.0,6.577,6.071899999999999,81.0,31.33238,5.0,131.371,118.85049999999998
1.0,0.35039,0.0,1.817,1.3135,4.0,1.4298399999999998,1.0,6.567,5.937000000000001,81.0,31.33238,5.0,131.371,118.85049999999998
1.0,0.34868,0.0,1.681,1.4668,4.0,1.4315499999999999,1.0,6.702999999999999,5.7837,81.0,31.33238,5.0,131.371,118.85049999999998
1.0,0.30404,0.0,1.598,1.6302,4.0,1.4761900000000001,1.0,6.786,5.6203,81.0,31.33238,5.0,131.371,118.85049999999998
1.0,0.39862,1.0,1.481,1.6614,4.0,1.3816100000000002,0.0,6.903,5.5891,81.0,31.33238,5.0,131.371,118.85049999999998
1.0,0.31726,0.0,1.703,1.4454,28.0,11.335370000000001,0.0,37.849000000000004,46.79809999999999,57.0,21.45998,6.0,100.20299999999999,77.85749999999997
